Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,nicotine_strength (product.metafields.custom.nicotine_strength),Showcase - Best Seller (product.metafields.custom.showcase_best_seller),Showcase - Featured (product.metafields.custom.showcase_featured),Showcase - Hero Accessories (product.metafields.custom.showcase_hero_accessories),Showcase - Hero CBD (product.metafields.custom.showcase_hero_cbd),Showcase - Hero Devices (product.metafields.custom.showcase_hero_devices),Showcase - Hero Disposables (product.metafields.custom.showcase_hero_disposables),Showcase - Hero E-Liquids (product.metafields.custom.showcase_hero_eliquids),Showcase - Hero Nicotine Pouches (product.metafields.custom.showcase_hero_nicotine_pouches),Showcase - Hero Pods/Coils (product.metafields.custom.showcase_hero_pods_coils),Showcase - New Arrival (product.metafields.custom.showcase_new_arrival),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),E-liquid variety (product.metafields.shopify.e-liquid-variety),VG/PG ratio (product.metafields.shopify.vg-pg-ratio),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
8mg-velo-slim-medium-strength-lime-flame-nicotine-pouches-20-pouches,8mg Velo Slim Medium Strength Lime Flame Nicotine Pouches - 20 Pouches,"<p data-mce-fragment=""1"">Enhance your day with the tantalizing taste of Tropic Breeze and more with their nicotine pouches. Indulge in a lush, taste-filled experience with each pouch providing a delightful burst of flavour and effortless distribution of nicotine in the mouth. Savour the satisfaction without any smoke or unpleasant odours. Exclusively designed for the refined and discerning consumer.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications:</strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength: 8mg/g</li>
<li data-mce-fragment=""1"">Medium Strength </li>
<li data-mce-fragment=""1"">Weight: 30g </li>
<li data-mce-fragment=""1"">Doses: 20 pouches</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Direction of Use:</strong><span data-mce-fragment=""1""> </span>Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes. <br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour: <br data-mce-fragment=""1""></strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"" mce-data-marked=""1"">Lime Flame</span><span data-mce-fragment=""1"" mce-data-marked=""1""></span>
</li>
</ul>
<ul data-mce-fragment=""1""></ul>",Velo,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"8mg, fruity, nic_strength=8, nicotine_pouches, parse_attributes_0, pouch",TRUE,Flavour,Default Title,,,,,,,,VeloPouches8mgLimeFlame,0,shopify,0,deny,manual,0,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288930.webp?v=1763963646,1,267288930.webp,FALSE,8mg Velo Slim Medium Strength Lime Flame Nicotine Pouches...,"Buy Velo Velo Medium Strength 8mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,VeloPouches8mgLimeFlame,new,FALSE,,,,,,8mg,,,,,,,,,,,,,,,,,"velo, 8mg, 8 mg, nicotine pouches, nic pouches, tobacco free",,lb,,,active
11mg-ubbs-strong-nicotine-pouches-bundle-40-cans-40-cans-for-the-price-30-cans,11mg Ubbs Strong Nicotine Pouches Bundle 40 Cans (40 Cans For The Price 30 Cans),"<p>The 11mg Ubbs Nicotine Pouch Bundle offers an exceptional value with 40 cans for the price of 30, making it an ideal choice for retailers looking to maximize their inventory while providing customers with a premium product. This bundle includes 10 cans each of four delightful flavours: Berry, Cola Ice, Spearmint, and Peppermint, ensuring a diverse selection that caters to various taste preferences. Each can contains 20 pouches, delivering a total of 800 nicotine pouches that are crafted with high-quality, tobacco-free ingredients, providing a smooth and satisfying experience. Designed for convenience, these pouches fit discreetly under the lip, allowing for a clean and enjoyable way to indulge in nicotine without the mess of traditional tobacco products. With its appealing flavours and excellent value, this bundle is perfect for retailers aiming to attract and satisfy a wide range of customers.<br></p>
<p><strong>Specifications: </strong><br></p>
<ul>
<li>40 Ubbs Nicotine Pouch Cans For The Price of 30!<br>
</li>
<li>11mg Nicotine Pouch Strength</li>
<li>40 Nicotine Pouch Cans </li>
<li>20 Pouches Per Can</li>
<li>Limited Time Offer</li>
</ul>
<p><strong>What's in the Bundle: </strong><br></p>
<ul>
<li>40x 11mg Ubbs Nicotine Pouch Cans</li>
</ul>
<p><strong>Flavours: <br></strong></p>
<ul>
<li>10x 11mg Berry  <br>
</li>
<li>10x 11mg Cola Ice <br>
</li>
<li>10x 11mg Spearmint <br>
</li>
<li>10x 11mg Peppermint </li>
</ul>
<!----><!---->",Übbs,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"11mg, ice, nic_salt, nic_strength=11, nicotine_pouches, parse_attributes_0, pouch, tobacco, traditional_nicotine",TRUE,Title,Default Title,,,,,,,,11mgBundleX0467,498.951607,shopify,3,deny,manual,120,150,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289469.webp?v=1763963610,1,267289469.webp,FALSE,Übbs 11mg Ubbs Strong Nicotine Pouches Bundle 40 Cans (40...,"Buy Übbs Ubbs Strong Bundle 11mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,11mgBundleX0467,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"übbs, 11mg, 11 mg, ice, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289469.webp?v=1763963610,lb,,75,active
helwit-9mg-nicotine-pouches-orange-20-pouches-buy-2-get-1-free,HELWIT 9mg Nicotine Pouches Orange - 20 Pouches (Buy 2 Get 1 Free),"<p><span data-mce-fragment=""1"">The HELWIT 7mg Nicotine Pouches Violet offers a discreet and convenient way to consume nicotine. With 20 pouches in each can and a nicotine level of 7mg/g, they provide a balanced and pleasant experience with a unique violet flavour. These slim, tobacco-free pouches fit comfortably under the upper lip for a quick and efficient release of nicotine. Whether in smoke-free environments or for those seeking a contemporary option, these pouches are the perfect choice.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Strength - 3/4</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">9mg Nicotine Salt</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Slim Packaging</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Shelf Life 365 days</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Made In Sweden</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Weight: 10g</span></li>
</ul>
<p><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour:</strong> Orange</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ingredients:</strong> Cellulose fiber (E460i), Humectant (E422), Water, Flavourings, Nicotine Polacrilex, Salt, Erythritol (E968), Acidity regulator (E500), Sweetener (E955)</span></p>",HELWIT,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"9mg, nic_salt, nic_strength=7, nic_strength=8, nic_strength=9, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Title,Default Title,,,,,,,,AG0205X0474,9.0718474,shopify,34,deny,manual,3.92,4.9,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289213.webp?v=1763963603,1,267289213.webp,FALSE,HELWIT 9mg Nicotine Pouches Orange - 20 Pouches (Buy 2 Ge...,"Buy HELWIT HELWIT Orange (Buy 9mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AG0205X0474,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"helwit, 9mg, 9 mg, orange, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289213.webp?v=1763963603,lb,,2.45,active
16mg-nor-slim-folgefonna-nicotine-pouches-20-pouches,16mg NOR Slim Folgefonna Nicotine Pouches - 20 Pouches,"<p>Experience the remarkable effects of 16mg NOR Slim Folgefonna Nicotine Pouches - a high-quality, tobacco-free alternative carefully crafted for discerning users seeking a strong kick of nicotine. Each sleek container contains 20 discreet pouches, designed to provide a consistent and gratifying release. The Folgefonna variation boasts a refreshing flavor inspired by the crisp and pure air of Norway's glaciers, delivering a revitalizing sensation with every use. These pouches are expertly designed to comfortably fit under your lip, ensuring a mess-free and inconspicuous nicotine experience anytime, anywhere. With a powerful strength of 16mg, NOR Slim Folgefonna caters to seasoned users who desire a potent nicotine delivery system without the hassle of smoke or vapor. Embrace the convenience and sophistication of these slim pouches, ideal for those who value quality and discretion in their nicotine products. Indulge in the pure, glacier-inspired essence of Folgefonna while enjoying the reliable satisfaction<strong><br><br><br>Specifications:</strong></p>
<ul>
<li>Strength: 16mg/g<br>
</li>
<li>S5 Strength<br>
</li>
<li>Weight: 30g<br>
</li>
<li>Doses: 20 pouches<br>
</li>
<li>Slim Pouches <br><br><strong>Direction of Use: </strong>Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.</li>
</ul>
<p><strong>Flavours:  <br></strong></p>
<ul>
<li>Folgefonna | Slim | No.2 - Peppermint / Menthol <strong><br></strong>
</li>
</ul>
<!----><!---->",NOR,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"16mg, ice, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Title,Default Title,,,,,,,,EG0309X0359,31.7514659,shopify,0,deny,manual,4.8,6,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289939.webp?v=1763963538,1,267289939.webp,FALSE,16mg NOR Slim Folgefonna Nicotine Pouches - 20 Pouches,"Buy NOR NOR Folgefonna 16mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EG0309X0359,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"nor, 16mg, 16 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289939.webp?v=1763963538,lb,,3,active
70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free,70mg Muse Focus Energy Pouches (UK Made) - 20 Pouches (Buy 2 Get 1 Free),"<p data-end=""703"" data-start=""311"">Experience calm, clean focus with Muse Focus Energy Pouches—your everyday companion for smooth energy and mental clarity. Each can contains 20 thoughtfully crafted pouches, delivering a reliable 70mg caffeine boost (about one cup of coffee) without overstimulation or crashes. Perfect for work, study, reading, or creative flow, Muse Focus keeps you sharp and present. </p>
<p data-end=""703"" data-start=""311""><meta charset=""UTF-8""> Powered by Caffeine, L-Theanine, and Alpha GPC, this blend supports steady focus, reduces mental fatigue, and promotes a balanced state of concentration—no jitters, just clarity. The slim, discreet pouches tuck comfortably under your lip, offering a mess-free boost anytime, anywhere.</p>
<p><strong>Specifications:</strong></p>
<ul>
<li>70mg per pouch (approx. 1 cup of coffee)</li>
<li>Recyclable Packaging</li>
<li>Slim, discreet pouches</li>
<li>Tobacco Free</li>
<li data-end=""1397"" data-start=""1363"">Slow-Releasing &amp; Fast-Acting</li>
<li>Includes Alpha GPC, L-Theanine, Beta-Alanine</li>
<li data-end=""1424"" data-start=""1400"">Recyclable Packaging<span></span>
</li>
</ul>
<p><br><strong>Direction of Use:</strong><span> Place one pouch between your upper lip and gum. Use for up to 60 minutes. When finished, dispose of the pouch in the waste compartment located at the top of the container.</span></p>
<p><strong>Ingredients: </strong>Microcrystalline Cellulose, Caffeine, Flavours, Alpha GPC, L-Theanine, Beta Alanine, Sodium Chloride, Sucralose.</p>
<p><strong>Flavours:</strong></p>
<ul>
<li>Blue Razz Lemonade</li>
<li>Cola Ice</li>
<li>Cool Mint</li>
<li>Creamy Coffee</li>
<li>Iron Brew</li>
<li>Kiwi Passionfruit Guava</li>
<li>Liquorice</li>
<li>Orange Mango</li>
<li>Strawberry Raspberry Cherry</li>
<li>Tropical</li>
</ul>",Muse,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"0mg, beverages, candy/sweets, desserts/bakery, fruity, nic_salt, nicotine_pouches, parse_attributes_0, pouch",TRUE,Flavour,Blue Razz Lemonade,,,,,,,,Z9045,31.7514659,shopify,4422,deny,manual,4.4,5.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289504.webp?v=1763963292,1,267289504.webp,FALSE,70mg Muse Focus Energy Pouches (UK Made) - 20 Pouches (Bu...,"Buy Muse Muse Focus Energy 70mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,Z9045,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"muse, 70mg, 70 mg, nicotine pouches, nic pouches, tobacco free",,lb,,2.75,active
70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,Creamy Coffee,,,,,,,,Z9049,31.7514659,shopify,4923,deny,manual,4.4,5.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289505.webp?v=1763963292,2,267289505.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.75,
70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289506.webp?v=1763963292,3,267289506.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289507.webp?v=1763963292,4,267289507.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289508.webp?v=1763963293,5,267289508.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289509.webp?v=1763963293,6,267289509.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289510.webp?v=1763963294,7,267289510.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289511.webp?v=1763963294,8,267289511.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289512.webp?v=1763963294,9,267289512.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289513.webp?v=1763963295,10,267289513.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289514.webp?v=1763963295,11,267289514.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14mg-ubbs-menthol-max-strength-nicotine-pouches-20-pouches,14mg Übbs Menthol Max Strength Nicotine Pouches - 20 Pouches,"<p data-mce-fragment=""1"">Übbs Max Strength Nicotine Pouches - a convenient and discreet alternative to tobacco products. Each pack contains 20 pouches designed to deliver a quick and satisfying nicotine hit without smoke or odours. These pouches offer an enjoyable and refreshing experience for anyone seeking a new way to enjoy nicotine. Elevate your nicotine experience with Übbs Nicotine Pouches - no smoking or vaping necessary!<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications:</strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength: 14 mg/g</li>
<li data-mce-fragment=""1"">Strong Strength </li>
<li data-mce-fragment=""1"">Weight: 30g </li>
<li data-mce-fragment=""1"">Doses: 20 pouches</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Direction of Use:</strong><span data-mce-fragment=""1""> </span>Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes. <br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour: </strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Menthol </li>
</ul>",Übbs,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"14mg, ice, nic_strength=14, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Title,Default Title,,,,,,,,AJ0077X0467,31.7514659,shopify,79,deny,manual,4,5,TRUE,TRUE,,,,,18904415400723,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289171.webp?v=1763962769,1,267289171.webp,FALSE,14mg Übbs Menthol Max Strength Nicotine Pouches - 20 Pouches,"Buy Übbs Übbs Menthol Max 14mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AJ0077X0467,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"übbs, 14mg, 14 mg, menthol, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289171.webp?v=1763962769,lb,,2.5,active
6mg-ubbs-salted-caramel-regular-strength-nicotine-pouches-20-pouches,6mg Übbs Salted Caramel Regular Strength Nicotine Pouches - 20 Pouches,"<p data-mce-fragment=""1"">Experience the indulgent flavour of the 6mg Übbs Salted Caramel Regular Strength Nicotine Pouches, designed for those seeking a satisfying and tobacco-free nicotine experience. Each pack contains 20 pouches, providing a convenient and discreet way to enjoy nicotine without the hassle of smoking or vaping. The salted caramel flavor delivers a rich and creamy taste, perfectly balanced with a hint of salt to enhance the sweetness, creating a delightful flavor journey that lasts. These pouches are crafted from natural ingredients and refined nicotine, ensuring a smooth and enjoyable experience while being free from tobacco and its harmful effects. Simply tuck a pouch between your upper lip and gum, and savor the flavor and nicotine release for 30 to 40 minutes. With Übbs, you can enjoy a premium nicotine experience that fits seamlessly into your lifestyle.<br><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications:</strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength: 6 mg/g</li>
<li data-mce-fragment=""1"">Regular Strength </li>
<li data-mce-fragment=""1"">Weight: 30g</li>
<li data-mce-fragment=""1"">Doses: 20 pouches</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Direction of Use:</strong><span data-mce-fragment=""1""> </span>Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes. <br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour: <br data-mce-fragment=""1""></strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Salted Caramel</li>
</ul>
<!---->",Übbs,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"6mg, nic_salt, nic_strength=6, nicotine_pouches, parse_attributes_0, pouch, tobacco, unflavoured",TRUE,Title,Default Title,,,,,,,,EH0221X0467,31.7514659,shopify,105,deny,manual,4,5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289687.webp?v=1763962487,1,267289687.webp,FALSE,6mg Übbs Salted Caramel Regular Strength Nicotine Pouches...,"Buy Übbs Übbs Salted Caramel 6mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EH0221X0467,new,FALSE,,,,,,6mg,,,,,,,,,,,,,,,,,"übbs, 6mg, 6 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289687.webp?v=1763962487,lb,,2.5,active
50mg-iceberg-extreme-nicotine-pouches-20-pouches,50mg Iceberg Extreme Nicotine Pouches - 20 Pouches,"<p><meta charset=""UTF-8""><span>Iceberg Extreme 50mg Nicotine Pouches deliver an exceptionally strong nicotine experience, crafted specifically for seasoned users who demand maximum intensity. Each can contains 20 slim, all-white pouches, each offering a potent dose of up to 50mg of nicotine per pouch, making them among the strongest available on the market</span><a href=""https://nicotinos.com/products/iceberg-black-extreme-50mg"" aria-label=""ICEBERG Black Extreme 50mg"" data-state=""closed"" class=""citation ml-xs inline"" rel=""nofollow noopener"" target=""_blank""></a><a href=""https://redboxvape.com/products/iceberg-extreme-nicotine-pouches-50mg"" aria-label=""Iceberg Extreme Nicotine Pouches – 50mg"" data-state=""closed"" class=""citation ml-xs inline"" rel=""nofollow noopener"" target=""_blank""></a><span class=""whitespace-nowrap""><a href=""https://pouches.eu/en/products/iceberg-limited-edition-grape-gum"" aria-label=""ICEBERG Grape Gum Extreme -50mg/g"" data-state=""closed"" class=""mr-[2px] citation ml-xs inline"" rel=""nofollow noopener"" target=""_blank""></a>.</span><span> These pouches are completely tobacco-free, ensuring a cleaner and discreet alternative to traditional tobacco products, and they are designed not to stain your teeth</span><a href=""https://mynicco.com/product/iceberg-cola-extra-strong-50mg/"" aria-label=""Iceberg Cola Extra Strong 50mg"" data-state=""closed"" class=""citation ml-xs inline"" rel=""nofollow noopener"" target=""_blank""></a><a href=""https://whitepouch.co.uk/product/iceberg-extreme-coco-jambo-50mg-g/"" aria-label=""Iceberg Extreme Coco Jambo 50mg/g - White Pouch"" data-state=""closed"" class=""citation ml-xs inline"" rel=""nofollow noopener"" target=""_blank""></a><span class=""whitespace-nowrap""><a href=""https://www.snusport.com/product/iceberg-extreme-dragonfruit-50mg-g/"" aria-label=""Iceberg Extreme Dragonfruit 50mg/g"" data-state=""closed"" class=""mr-[2px] citation ml-xs inline"" rel=""nofollow noopener"" target=""_blank""></a>.</span><span> </span></p>
<p><b>Specifications:</b><b></b></p>
<ul>
<li>
<span></span>Nicotine Strength: 50mg</li>
<li>
<span></span>20 Pouches</li>
<li><span style=""font-size: 0.875rem;"">Tobacco Free</span></li>
</ul>
<p><strong><span style=""font-size: 0.875rem;"">Flavours:</span></strong></p>
<ul>
<li>Double Apple</li>
<li>Kiwi Strawberry</li>
<li>Raspberry Gum</li>
</ul>",Iceberg,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"0mg, fruity, nic_strength=50, nicotine_pouches, parse_attributes_0, pouch, traditional_nicotine",TRUE,Flavour,Double Apple,,,,,,,,EJ0128X0536,0,shopify,211,deny,manual,3.52,4.4,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289930.webp?v=1763962417,1,267289930.webp,FALSE,50mg Iceberg Extreme Nicotine Pouches - 20 Pouches,"Buy Iceberg Iceberg Extreme 50mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EJ0128X0536,new,FALSE,,,,,,50mg,,,,,,,,,,,,,,,,,"iceberg, 50mg, 50 mg, ice, nicotine pouches, nic pouches, tobacco free",,lb,,2.2,active
